Date,Adj Close
2013-04-30,7.396622180938721
2013-05-02,7.280894756317139
2013-05-03,7.1852922439575195
2013-05-06,7.119877815246582
2013-05-07,7.3915886878967285
2013-05-08,7.346304893493652
2013-05-09,7.301020622253418
2013-05-10,7.255731582641602
2013-05-13,7.170194149017334
2013-05-14,7.124908924102783
2013-05-15,7.2205119132995605
2013-05-16,7.446937561035156
2013-05-17,7.421780109405518
2013-05-20,7.572731018066406
2013-05-21,7.572731018066406
2013-05-22,7.698526382446289
2013-05-23,7.572731018066406
2013-05-24,7.64820671081543
2013-05-27,7.748843193054199
2013-05-28,7.723682403564453
2013-05-29,7.723682403564453
2013-05-31,7.743812084197998
2013-06-03,7.577765464782715
2013-06-04,7.577765464782715
2013-06-05,7.386556148529053
2013-06-06,7.4922261238098145
2013-06-07,7.321146011352539
2013-06-10,7.3915886878967285
2013-06-11,7.15006685256958
2013-06-12,7.1903204917907715
2013-06-13,7.260764122009277
2013-06-14,7.2305755615234375
2013-06-17,7.346304893493652
2013-06-18,7.2205119132995605
2013-06-19,7.170194149017334
2013-06-20,7.034336566925049
2013-06-21,6.999116897583008
2013-06-24,6.943767547607422
2013-06-25,6.767657279968262
2013-06-26,6.844940662384033
2013-06-27,6.8041672706604
2013-06-28,6.8551344871521
2013-07-01,6.911199569702148
2013-07-02,6.702232360839844
2013-07-03,6.615588665008545
2013-07-04,6.6206841468811035
2013-07-05,6.615588665008545
2013-07-08,6.569714546203613
2013-07-10,6.579911708831787
2013-07-11,6.727715969085693
2013-07-12,6.5951995849609375
2013-07-15,6.753200054168701
2013-07-16,6.732812881469727
2013-07-17,6.722619533538818
2013-07-18,6.6512651443481445
2013-07-19,6.702232360839844
2013-07-22,6.880619049072266
2013-07-23,7.140552997589111
2013-07-24,7.227199554443359
2013-07-25,7.01313591003418
2013-07-26,7.01313591003418
2013-07-29,6.982552528381348
2013-07-30,7.069200038909912
2013-07-31,6.936683177947998
2013-08-01,7.109972953796387
2013-08-02,6.9315876960754395
2013-08-05,6.9315876960754395
2013-08-06,6.814360618591309
2013-08-07,6.824554920196533
2013-08-08,7.008038520812988
2013-08-09,7.059004783630371
2013-08-12,7.232295989990234
2013-08-13,7.135457515716553
2013-08-14,7.0335211753845215
2013-08-15,6.911199569702148
2013-08-16,7.059004783630371
2013-08-19,7.0437116622924805
2013-08-20,6.982552528381348
2013-08-21,6.921393871307373
2013-08-22,7.059004783630371
2013-08-23,7.084488868713379
2013-08-26,6.982552528381348
2013-08-27,6.722619533538818
2013-08-28,6.712425708770752
2013-08-29,6.763393402099609
2013-08-30,6.9519734382629395
2013-09-02,7.1558427810668945
2013-09-03,6.875524520874023
2013-09-04,6.911199569702148
2013-09-05,7.018233299255371
2013-09-06,7.094682693481445
2013-09-09,7.293455123901367
2013-09-10,7.237391948699951
2013-09-11,7.283261299133301
2013-09-12,7.237391948699951
2013-09-13,7.334232330322266
2013-09-16,7.262874603271484
2013-09-17,7.339324474334717
2013-09-18,7.471843242645264
2013-09-19,7.4769392013549805
2013-09-20,7.262874603271484
2013-09-23,7.487131118774414
2013-09-24,7.431070327758789
2013-09-25,7.390296936035156
2013-09-26,7.339324474334717
2013-09-27,7.945261478424072
2013-09-30,7.6780219078063965
2013-10-01,7.73455286026001
2013-10-02,7.8835906982421875
2013-10-03,7.785944938659668
2013-10-04,7.785944938659668
2013-10-07,7.852753162384033
2013-10-08,7.785944938659668
2013-10-09,7.940121650695801
2013-10-10,7.863033294677734
