Date,Adj Close
2013-05-31,6.1965789794921875
2013-06-03,6.1965789794921875
2013-06-04,6.1965789794921875
2013-06-05,5.845829486846924
2013-06-06,5.845829486846924
2013-06-07,5.845829486846924
2013-06-10,5.869213104248047
2013-06-11,5.869213104248047
2013-06-12,5.869213104248047
2013-06-13,5.869213104248047
2013-06-14,5.869213104248047
2013-06-17,5.869213104248047
2013-06-18,5.869213104248047
2013-06-19,5.869213104248047
2013-06-20,5.869213104248047
2013-06-21,5.869213104248047
2013-06-24,5.869213104248047
2013-06-25,5.869213104248047
2013-06-26,5.869213104248047
2013-06-27,5.869213104248047
2013-06-28,5.401546478271484
2013-07-01,5.3781633377075195
2013-07-02,5.3781633377075195
2013-07-03,5.3781633377075195
2013-07-04,5.3781633377075195
2013-07-05,5.3781633377075195
2013-07-08,4.910497188568115
2013-07-10,4.910497188568115
2013-07-11,4.910497188568115
2013-07-12,4.910497188568115
2013-07-15,5.3290581703186035
2013-07-16,5.3290581703186035
2013-07-17,5.3290581703186035
2013-07-18,5.3290581703186035
2013-07-19,5.3290581703186035
2013-07-22,5.3290581703186035
2013-07-23,5.116269588470459
2013-07-24,5.382840156555176
2013-07-25,5.382840156555176
2013-07-26,5.382840156555176
2013-07-29,5.385178089141846
2013-07-30,5.39219331741333
2013-07-31,5.4038848876953125
2013-08-01,5.4038848876953125
2013-08-02,5.427268028259277
2013-08-05,5.427268028259277
2013-08-06,5.427268028259277
2013-08-07,5.427268028259277
2013-08-08,5.427268028259277
2013-08-09,5.427268028259277
2013-08-12,5.427268028259277
2013-08-13,5.427268028259277
2013-08-14,5.427268028259277
2013-08-15,5.427268028259277
2013-08-16,5.427268028259277
2013-08-19,5.427268028259277
2013-08-20,5.611996173858643
2013-08-21,5.611996173858643
2013-08-22,5.611996173858643
2013-08-23,5.611996173858643
2013-08-26,5.611996173858643
2013-08-27,5.611996173858643
2013-08-28,5.611996173858643
2013-08-29,5.611996173858643
2013-08-30,5.611996173858643
2013-09-02,5.611996173858643
2013-09-03,5.611996173858643
2013-09-04,5.845829486846924
2013-09-05,5.845829486846924
2013-09-06,5.845829486846924
2013-09-09,5.845829486846924
2013-09-10,5.845829486846924
2013-09-11,5.845829486846924
2013-09-12,5.845829486846924
2013-09-13,5.845829486846924
2013-09-16,5.845829486846924
2013-09-17,5.845829486846924
2013-09-18,5.845829486846924
2013-09-19,5.845829486846924
2013-09-20,5.845829486846924
2013-09-23,5.845829486846924
2013-09-24,5.845829486846924
2013-09-25,5.845829486846924
2013-09-26,5.3781633377075195
2013-09-27,5.7737250328063965
2013-09-30,5.7737250328063965
2013-10-01,5.7737250328063965
2013-10-02,5.7737250328063965
2013-10-03,5.7737250328063965
2013-10-04,5.7737250328063965
2013-10-07,5.7737250328063965
2013-10-08,5.7737250328063965
2013-10-09,5.7737250328063965
2013-10-10,6.134582042694092
2013-10-11,6.134582042694092
2013-10-14,6.134582042694092
2013-10-15,6.134582042694092
2013-10-16,6.134582042694092
2013-10-17,6.134582042694092
2013-10-18,6.856298446655273
2013-10-21,6.723983287811279
2013-10-22,6.723983287811279
2013-10-23,6.723983287811279
2013-10-24,6.723983287811279
2013-10-25,6.723983287811279
2013-10-28,6.976584434509277
2013-10-29,6.976584434509277
2013-10-30,6.976584434509277
2013-10-31,7.217155933380127
2013-11-01,7.217155933380127
2013-11-04,7.217155933380127
2013-11-05,7.217155933380127
2013-11-06,7.217155933380127
2013-11-07,7.578013896942139
2013-11-08,7.337441921234131
2013-11-11,7.217155933380127
2013-11-12,7.217155933380127
2013-11-13,7.217155933380127
2013-11-14,7.217155933380127
2013-11-18,7.457727909088135
2013-11-19,7.457727909088135
2013-11-21,7.457727909088135
2013-11-22,7.457727909088135
2013-11-25,7.457727909088135
2013-11-26,7.457727909088135
2013-11-27,7.457727909088135
2013-11-28,7.457727909088135
2013-11-29,8.631719589233398
2013-12-02,8.631719589233398
2013-12-03,8.631719589233398
2013-12-04,8.631719589233398
2013-12-05,8.631719589233398
2013-12-06,8.660587310791016
2013-12-09,9.141731262207031
