Date,Adj Dividends
2013-08-02,0.03758666656843814
2013-12-26,0.03193931458876037
2014-03-17,0.2064153531062866
2014-08-04,0.03889880421412448
2014-12-23,0.03526854764129482
2015-03-02,0.22964829531740436
2015-08-04,0.05393592334391301
2015-12-22,0.05799611782588888
2016-04-27,0.12506106572874545
2016-08-05,0.08268040882284527
2016-12-22,0.07780882311407222
2017-04-24,0.014152057605225029
2017-08-04,0.06353786451002454
2017-12-28,0.03377667772492714
2018-04-06,0.010553865328019708
2018-08-02,0.06381320081521337
2019-01-02,0.02560072331676824
2019-08-13,0.06112785644652795
2019-12-26,0.07424898573366426
2020-04-28,0.04210670140831833
2020-08-11,0.06812134124421945
2020-12-22,0.09766360452656724
2021-04-22,0.0881513172597252
2021-08-05,0.08836607268812872
2021-12-29,0.12854414927461938
2022-08-05,0.09923968524784638
2023-01-02,0.21
