Date,Adj Dividends
2013-06-24,0.0071862760769240966
2013-09-24,0.0029086453529212097
2013-12-13,0.007424966601303772
2014-03-24,0.004104630526422742
2014-06-24,0.011404354081817395
2014-09-23,0.011801891093487355
2014-12-12,0.012644595921098095
2015-02-27,0.01563146790300962
2015-03-24,0.017500314917199333
2015-06-23,0.019341682000233163
2015-09-22,0.02147070699376101
2015-12-14,0.02348264699013208
2016-03-22,0.026149042257362348
2016-06-27,0.026268288448715617
2016-09-27,0.02709777962909814
2016-12-16,0.02761027077678605
2017-03-27,0.028206274802790587
2017-06-27,0.027156298593375348
2017-09-28,0.028323836392316143
2017-12-18,0.028652844173407136
2018-03-27,0.028464513258250498
2018-06-27,0.028249013759205507
2018-09-27,0.029151517818431463
2018-12-17,0.031478758382722176
2019-03-27,0.0320969322245121
2019-06-27,0.030192747851282453
2019-09-27,0.02939167114401205
2019-12-12,0.02773665349324098
2020-03-27,0.02662111690588786
2020-04-14,0.011432067270403547
2020-06-26,0.027808331400476005
2020-09-25,0.02841270516057737
2020-12-17,0.026736781959238367
2021-03-12,0.025047014010388256
2021-06-24,0.02849746848332694
2021-11-16,0.0992337033550158
2021-12-09,0.056931161389634104
2022-04-05,0.03800327807402245
2022-07-06,0.04271080822814941
2022-10-06,0.10990710993027104
2022-12-08,0.05231853987434115
2023-04-05,0.046578151587927226
2023-04-25,0.046081
