Date,Adj Dividends
2013-09-16,0.20481427082475173
2014-03-17,0.22708576843984854
2014-09-15,0.26923208537680815
2015-03-16,0.1969635158855289
2015-09-14,0.13524108955752298
2016-03-14,0.14054345511461094
2016-09-19,0.16032255587456443
2017-01-04,0.06512279693754278
2017-03-16,0.09965285984934415
2017-06-30,0.08640949666450475
2017-09-18,0.2703208023557737
2017-12-28,0.08626219467346956
2018-03-15,0.29198121642663977
2018-07-02,0.08677985667305903
2018-09-17,0.4147922515304994
2018-09-28,0.044200789560201216
2018-12-17,0.21548744176178267
2018-12-20,0.04967766893286375
2019-02-25,0.21799149639931062
2019-03-29,0.045685668177053
2019-06-12,0.0678852787109423
2019-06-24,0.06863917049987431
2019-06-28,0.042728336513785235
2019-09-13,0.0029315231864880825
2019-09-25,0.024987524455138053
2019-11-06,0.01346536501281273
2020-01-02,0.018352505440283738
2020-01-31,0.007780474044108448
2020-12-30,0.04957126077508926
2021-02-02,0.004898801964885575
2021-05-03,0.02822508904620022
2021-08-06,0.021248250768163605
2021-11-09,0.02525361281653324
2021-12-30,0.0828360154739934
2022-05-11,0.02316053225967056
2022-08-11,0.08091234104736393
2022-11-11,0.05429896625952613
2022-12-26,0.088704
