Date,Adj Dividends
2013-08-19,0.5209707281400842
2013-11-26,0.16779391267891355
2014-09-12,0.3228624369554503
2014-11-11,0.270355319590122
2014-11-26,0.16023696882354932
2015-05-11,0.12454086499092337
2015-08-21,0.22843972800492365
2015-11-24,0.23352406727879135
2016-05-11,0.1571565928759982
2016-08-09,0.49543819368575875
2016-11-11,0.3381634521980259
2017-05-30,0.3263678255967045
2017-08-10,0.7793675385299788
2017-11-10,0.3585478052258198
2018-04-24,0.5522708439110183
2018-08-21,1.0430095169160207
2018-11-13,0.6087659809096332
2018-12-27,0.37579043137309953
2019-01-04,0.38104859166490807
2019-05-07,0.0737829113620756
2019-12-03,1.2404024185250595
2020-04-29,0.9725334074400996
2020-08-10,0.7066423867253422
2020-12-21,0.5870450806716393
2021-04-29,0.016117366176515546
2021-05-12,0.6579376627712855
2021-08-17,0.874294889168361
2021-08-18,0.8977540630096754
2021-12-30,0.06835488719927231
2022-02-25,0.741766282748201
2022-05-12,0.6489955100373364
2022-08-17,0.6935520966289935
2022-11-22,0.5757557571786472
2022-12-23,0.24512
