Date,Adj Dividends
2021-10-06,0.0150880842994914
2022-01-06,0.02052904261637807
2022-04-06,0.02599260253704115
2022-10-03,0.029808211482065326
2022-12-08,0.08614088575102746
2023-03-17,0.089066
