Date,Adj Dividends
2013-05-03,0.004075920655760751
2013-06-04,0.0040777854895042865
2013-06-28,0.04829445471038423
2013-07-02,0.004830423907777586
2013-08-02,0.0048333210788976295
2013-09-03,0.004836176370482304
2013-10-02,0.004838775698806761
2013-11-04,0.0048413598643989786
2013-12-03,0.004844074863315965
2013-12-26,0.0838987648782822
2014-01-03,0.004897325627459736
2014-02-04,0.004900699028336401
2014-02-11,0.05081423689266124
2014-03-06,0.004937505518517391
2014-04-02,0.0049402608819435305
2014-05-05,0.0049429086506021045
2014-06-03,0.004945785768282401
2014-06-25,0.049733162036319195
2014-07-02,0.004975595368742817
2014-08-04,0.004973500254838852
2014-09-02,0.004975838756843695
2014-10-02,0.0049786067415316096
2014-11-04,0.004981237208332387
2014-12-02,0.004983824321850117
2014-12-23,0.15915553324358686
2015-01-05,0.005071541552369156
2015-02-03,0.005079167651273882
2015-02-10,0.038797406455215455
2015-03-03,0.004677550243316
2015-04-02,0.005615752025483266
2015-05-05,0.005618998645031801
2015-06-02,0.005622648305815969
2015-06-23,0.056621968157979444
2015-07-02,0.005661432850616544
2015-08-04,0.00566500338929059
2015-09-02,0.005669009063962705
2015-10-02,0.005673083768651092
2015-11-04,0.005677032585878695
2015-12-02,0.005681093457949043
2015-12-17,0.2615623659908731
2016-01-05,0.005911989106612443
2016-02-02,0.005917137104550735
2016-03-02,0.005921419020184453
2016-04-04,0.005924746238908895
2016-05-03,0.006521723905837949
2016-06-02,0.006526267593795716
2016-06-23,0.06570193403251592
2016-07-04,0.006573616584976788
2016-08-02,0.006577462142603087
2016-09-02,0.006581355751598733
2016-10-03,0.22237311109382568
2016-10-04,0.006720746932503813
2016-11-03,0.006724494945635149
2016-12-02,0.0067287280062166095
2016-12-22,0.10109837091599334
2017-01-03,0.006797386419600557
2017-02-02,0.006801048339295309
2017-03-02,0.006804730325970971
2017-04-04,0.0068083547631870795
2017-05-03,0.007492958597536911
2017-06-02,0.007497762010306721
2017-07-03,0.0754492047604153
2017-07-04,0.007549619996808862
2017-08-02,0.007553922994090091
2017-09-04,0.007557886676983804
2017-10-03,0.0075617447743774446
2017-11-03,0.007565834629981804
2017-12-04,0.007570108127898382
2017-12-26,0.33920332648118195
2018-01-03,0.0077594078644393156
2018-02-02,0.007762915570135686
2018-03-02,0.007766526743619621
2018-04-03,0.008547667467673466
2018-05-03,0.008552361420680086
2018-06-04,0.00855781085796447
2018-07-02,0.08617181902583904
2018-07-03,0.008624962701471376
2018-08-02,0.008630224178694322
2018-09-04,0.008636225793004684
2018-10-02,0.008642061694749873
2018-11-05,0.008646741178337537
2018-12-04,0.008651201766231019
2018-12-26,0.3397030463802972
2019-01-03,0.008831647318021845
2019-02-04,0.008835476192582757
2019-03-06,0.008839553071708228
2019-04-02,0.010612434979796399
2019-05-03,0.010618322632361855
2019-06-04,0.010623917844086783
2019-07-01,0.1068221128209613
2019-07-02,0.010684497164684054
2019-08-02,0.010690477519380868
2019-09-03,0.010696707120496743
2019-10-02,0.010702662687892895
2019-10-18,0.6062337046028289
2019-11-04,0.01102839165323048
2019-12-03,0.01103441784143684
2019-12-20,0.32682545574397903
2020-01-03,0.011204226726785428
2020-02-04,0.011210346393890945
2020-02-18,0.03790673367196952
2020-03-03,0.011238805108387663
2020-04-02,0.011249590573762628
2020-05-05,0.012387286676820479
2020-06-02,0.012398929984979925
2020-07-02,0.012410029151238653
2020-08-04,0.01242040833864867
2020-09-02,0.012431333830491702
2020-10-02,0.01244322744478286
2020-11-04,0.01245475944656948
2020-12-02,0.012464182597210533
2020-12-29,0.27697785315318063
2021-01-05,0.012664080416215069
2021-02-02,0.01267397476355889
2021-02-18,0.014588654194896971
2021-03-02,0.012696201539825498
2021-04-01,0.015362805154142777
2021-04-05,0.012717546398326658
2021-05-04,0.014001104357454776
2021-06-02,0.014011490784244383
2021-07-02,0.014022668397887903
2021-07-05,0.4074348282293143
2021-08-03,0.014354298519909301
2021-09-02,0.014366715905922763
2021-10-04,0.014380316492668715
2021-11-03,0.014394464217179118
2021-12-02,0.014409144551220408
2021-12-21,0.1830457282195208
2022-01-04,0.014615501986863549
2022-02-02,0.014628923445623401
2022-03-03,0.014643729886385466
2022-04-04,0.01465766105652843
2022-04-19,0.01614027987516503
2022-05-03,0.01615913794661069
2022-06-02,0.016175944446806288
2022-06-21,0.16953339648570398
2022-07-04,0.016381698310750762
2022-08-02,0.016401288247729667
2022-09-02,0.016419169804432712
2022-10-04,0.01643546974364971
2022-11-03,0.016452451466956234
2022-12-02,0.01647458391945311
2023-01-03,0.016496155058778633
2023-01-09,0.5280606839343966
2023-02-02,0.017198734218290258
2023-03-02,0.017224303780174567
2023-04-04,0.01725
