Date,Adj Dividends
2013-05-22,0.05193786411234942
2013-06-12,0.15094757510761492
2013-08-23,0.4334271501156287
2013-09-12,0.17644901043202568
2013-11-22,0.0375590550151315
2013-12-12,0.17666515916528303
2014-02-14,0.07597316463787629
2014-03-12,0.18374794679616951
2014-05-20,0.04759295346997601
2014-06-13,0.19047035813313412
2014-08-20,0.046863175132408556
2014-09-12,0.20230682731766894
2014-11-17,0.03357238463997235
2014-12-12,0.2076626635066642
2015-02-20,0.05592024331944558
2015-03-24,0.2348519242608335
2015-05-22,0.2862858723095051
2015-06-12,0.18630378583026463
2015-08-24,0.09133441177385122
2015-09-14,0.1751491336039654
2015-11-24,0.11347826436097619
2015-12-14,0.18524539632419287
2016-03-03,0.06149862149431401
2016-03-14,0.0670270065624819
2016-05-24,0.09188986370967145
2016-06-14,0.09547687055603175
2016-08-23,0.09762102925300947
2016-09-13,0.08882584109541604
2016-11-22,0.07735669756377922
2016-12-13,0.05432767899948043
2017-03-02,0.018309080114495977
2017-03-14,0.05107349078577927
2017-05-23,0.13045616115773245
2017-06-13,0.05619457053086456
2017-08-22,0.1470884812942401
2017-09-12,0.05505077857123022
2017-11-22,0.16217547005427843
2017-12-12,0.060166307948147424
2018-03-02,0.18000426559395333
2018-03-13,0.059982271758686784
2018-05-22,0.15812106513100777
2018-06-12,0.05722582579426513
2018-08-22,0.20174567053578696
2018-09-12,0.06415805731624047
2018-11-22,0.3158564465022831
2018-12-12,0.09549227691365249
2019-02-22,0.45481538580514436
2019-03-07,0.45875319085755567
2019-03-12,0.12171704528998244
2019-05-22,0.32616354810949005
2019-06-12,0.13492630921618773
2019-08-22,0.3552717659492365
2019-09-12,0.18640618138631185
2019-11-22,0.2944170185014857
2019-12-12,0.14261452524598792
2020-02-26,0.3584756273846181
2020-03-12,0.1489290997729492
2020-08-24,0.36776450886372547
2020-09-14,0.08586429634692053
2020-11-17,0.16352675358032198
2020-12-14,0.09851638411088423
2021-02-23,0.372690244395855
2021-03-12,0.12520175362523397
2021-05-24,0.3606214049031852
2021-06-14,0.14733497820996022
2021-08-24,0.30808479218221435
2021-09-14,0.16443968806281628
2021-11-23,0.35525713668301606
2021-12-14,0.15876480645201402
2022-03-03,0.7661944951579018
2022-03-15,0.19691404025244427
2022-05-24,0.14581984452312902
2022-06-14,0.23669024453950332
2022-08-23,0.1944670197699991
2022-09-13,0.2618918925033139
2022-11-22,0.163632720821545
2022-12-13,0.3356128078577973
2023-02-24,0.819250833818479
2023-03-14,0.352037
