Date,Adj Dividends
2015-05-04,0.2695580930773295
2015-10-20,1.0219151425625028
2016-05-02,0.5850147990662712
2016-11-14,0.6937341432478478
2017-05-02,0.3892861549563264
2017-09-11,0.28001944275268137
2017-12-22,0.427049715469258
2018-04-30,0.2977067959473816
2018-06-07,0.30583341406687514
2019-04-30,0.5769001267685945
2019-07-25,0.5830098035801171
2020-05-04,0.0037945186807803715
2020-10-14,0.15335104088329682
2021-01-04,0.1088023243333523
2021-05-10,1.9647330670569925
2021-07-14,0.061000753744303665
2022-05-06,0.255432
