Date,Adj Dividends
2013-09-16,0.08952676414340408
2014-01-15,0.10702500737897658
2014-04-03,0.04184390520748544
2014-07-29,0.11270046031069082
2014-10-28,0.15717979331398593
2015-01-02,0.0936261393193123
2015-01-08,0.7339402038164499
2015-03-02,0.06914678501641743
2015-06-02,0.07724504197298208
2015-09-09,0.11676069038676384
2015-12-22,0.11774187995498869
2016-02-01,0.10275885287075152
2016-07-12,0.10345209066171956
2016-11-01,0.12841680385598675
2016-12-22,0.17898295756233606
2017-01-24,0.057179942475244716
2017-06-26,0.13185364842272607
2017-12-19,0.2593108422440202
2018-02-01,0.05874139011826935
2018-06-18,0.1354235075049124
2018-12-19,0.2764171123855668
2019-12-20,0.43491237027053686
2020-12-18,0.3764380777930076
2021-01-14,0.07012426291709614
2021-12-20,0.5733883100557225
2022-12-20,0.7623
