index,file,link
0,binomo_01_0300x0250.png,https://binomo.com/en?a=bdeb91b43e01
1,binomo_02_0320x0100.png,https://binomo.com/en?a=bdeb91b43e01
2,coinext_01_0250x0250.gif,https://coinext.com.br/index.html?aff=338911
3,coinext_02_0300x0300.gif,https://coinext.com.br/index.html?aff=338911
